Iteration	NRMSE	Accepted
0	1.5879663898382812	yes
1	1.8189373638587618	no
2	1.6871068960112108	yes
3	1.7820348221178712	no
4	1.85525436952035	no
5	1.568656881497749	yes
6	1.578452240790402	yes
7	1.522006345745188	yes
8	1.5132070715444206	yes
9	1.448362502513027	yes
10	1.4907706042221367	no
11	1.6475247957079047	no
12	1.6451825129597601	no
13	1.5786207663493947	no
14	1.561209684155646	yes
15	1.7006912713922766	yes
16	1.533322401163357	yes
17	1.5665728468460356	no
18	1.6760097579825828	no
19	1.6205256766822824	yes
20	1.5792290647576042	yes
21	1.6033456965943766	yes
22	1.549562600216338	yes
23	1.4918812905998031	yes
24	1.4812155678332495	yes
25	1.4390176714084078	yes
26	1.4351356401149784	yes
27	1.3762921193772237	yes
28	1.5233621801586559	no
29	1.5187869517567958	no
30	1.4282774320280527	yes
31	1.4558216809273998	yes
32	1.473928260247434	yes
33	1.3513041254025289	yes
34	1.3564257105320834	yes
35	1.467699795104742	yes
36	1.4129968147231082	yes
37	1.4129085024936139	yes
38	1.4071434418958335	yes
39	1.3522939803191918	yes
40	1.4334601608942228	no
41	1.3866171206960687	yes
42	1.4393774569945499	yes
43	1.3476887040894454	yes
44	1.4703430129082795	yes
45	1.390793474066233	yes
46	1.316997590035921	yes
47	1.4317625455032648	no
48	1.3681169515900995	yes
49	1.358115622348939	yes
50	1.2318536578133348	yes
51	1.2722310284864362	yes
52	1.3883570337030886	yes
53	1.4457968059176631	yes
54	1.4516178574672673	yes
55	1.2580828295455901	yes
56	1.213387245166441	yes
57	1.1861294571888261	yes
58	1.2538733861157196	no
59	1.2789528762838167	yes
60	1.2488800890243275	yes
61	1.252141601859197	yes
62	1.0279394518683982	yes
63	1.2433354558359542	no
64	1.240513405125274	no
65	1.101292502154591	yes
66	1.171458628781788	no
67	1.1075006493317368	yes
68	0.9704500682218308	yes
69	1.114663034469551	no
70	0.9897675456476875	yes
71	1.0227248742858415	no
72	1.0210659379711413	yes
73	0.9942708839761251	yes
74	0.8989415799676674	yes
75	0.9325117657704908	no
76	0.7981860624444321	yes
77	0.78999152625879	yes
78	0.7003206405092786	yes
79	0.8111613720530503	no
80	0.7364758217645425	yes
81	0.7374707906195677	yes
82	0.6851503109329803	yes
83	0.7672192000858905	no
84	0.6975931396878893	yes
85	0.6641306477353072	yes
86	0.7334564062950711	yes
87	0.5837478315744354	yes
88	0.5762193837139835	yes
89	0.6164136647195101	yes
90	0.5924906888610401	yes
91	0.5966572834723501	yes
92	0.58174192979555	yes
93	0.5706724571670754	yes
94	0.5652424389975063	yes
95	0.5880771527201198	no
96	0.5698479430417605	yes
97	0.5669396420674498	yes
98	0.5835338598896461	yes
99	0.6026006641920155	no
100	0.5830531734259806	yes
101	0.5827551609214084	yes
102	0.5879922470174921	yes
103	0.5976523675640342	yes
104	0.6007701061017036	yes
