Iteration	NRMSE	Accepted
161	0.25661969776571425	yes
162	0.24694238580175595	yes
163	0.2649499384758311	yes
164	0.24423534036265085	yes
165	0.2403775590568209	yes
166	0.23919194846517297	yes
167	0.23082955121805737	yes
168	0.25418607438665297	yes
169	0.23791688208585984	yes
170	0.2614291940996462	yes
171	0.2518039275239657	yes
172	0.2629317910550765	yes
173	0.2579057482417322	yes
174	0.2519487963618647	yes
175	0.260350635405196	yes
176	0.24906251458462578	yes
177	0.2592056052265774	yes
178	0.24502184604944013	yes
179	0.3105892152004543	yes
180	0.2879593574016063	yes
181	0.2708455191712458	yes
182	0.26549391215530305	yes
183	0.2680254343310689	yes
184	0.2725685295208482	yes
185	0.289776393872793	no
186	0.25060394212869985	yes
187	0.2594044994819375	yes
188	0.2565053234867276	yes
189	0.2505515652390017	yes
190	0.2569223228886423	yes
191	0.25381831755766754	yes
192	0.23946976379171578	yes
193	0.26439079219314204	yes
194	0.25709895246971065	yes
195	0.23142256626577404	yes
196	0.24315312519391807	yes
197	0.2454687473205582	yes
198	0.24839132550454812	yes
199	0.26131080554969155	yes
200	0.25221007628102526	yes
201	0.2750667779057336	yes
202	0.26440032027553656	yes
203	0.255481030019263	yes
204	0.2545873428521304	yes
205	0.28423833099296564	yes
206	0.2580871323650903	yes
207	0.26242385982156574	yes
208	0.2676227538565949	yes
209	0.26859522347573467	yes
210	0.2960159750833884	yes
211	0.2590014519582371	yes
212	0.2514679033909541	yes
213	0.24052704416558826	yes
214	0.24354319754568451	yes
215	0.2656554014263598	yes
216	0.24379858004023888	yes
217	0.2444743862297939	yes
218	0.22992763676930753	yes
219	0.2286945294792493	yes
220	0.23375540063157874	yes
221	0.2356533093225892	yes
222	0.22834038108990315	yes
223	0.22878736664841978	yes
224	0.23425488009018414	yes
225	0.23350872673472378	yes
226	0.24197903263905754	yes
227	0.24025510635404898	yes
228	0.23352896835546896	yes
229	0.23762371993866213	yes
230	0.2282031059986828	yes
231	0.23411513351000254	yes
232	0.22641039688970388	yes
233	0.23842956774200405	no
234	0.24701566306315922	yes
235	0.22525938062022152	yes
236	0.24605469100687785	yes
237	0.22938631063641948	yes
238	0.22897894385231807	yes
239	0.1987388902608751	yes
240	0.17337453515312964	yes
241	0.18517031364308786	yes
242	0.18203040199931655	yes
243	0.18393983031429562	yes
244	0.18748391567028025	yes
245	0.15592834533141878	yes
246	0.16997786227993383	yes
247	0.15122303719249916	yes
248	0.1736759780111059	yes
249	0.17685206522517535	yes
250	0.17225636213040488	yes
251	0.1749974352147535	yes
252	0.16132637919449075	yes
253	0.16044090551273296	yes
254	0.16833888781574766	yes
255	0.20184749365254928	yes
256	0.1773709900779519	yes
257	0.21299719712682985	yes
258	0.15966566576820104	yes
259	0.47508205038331264	no
260	0.19643869230793473	yes
261	0.16647818316758523	yes
262	0.25262471582075774	no
263	0.19891739415651943	no
264	0.1725696118460034	yes
265	0.22721988125807643	yes
266	0.2067089196313194	yes
267	0.2115113745968996	yes
268	0.19967137377252586	yes
269	0.22105925373925875	yes
270	0.2937448632404574	no
271	0.2691004188007303	no
272	0.20606577710234628	yes
273	0.21337452236057705	yes
274	0.23287682384714437	yes
275	0.27562047953525076	no
276	0.17585272877348743	yes
277	0.247506583504841	yes
278	0.2610558634108504	yes
279	0.23479701794216065	yes
280	0.2513485547454574	yes
281	0.19695376385958477	yes
282	0.21504755092510644	yes
283	0.17069449017995786	yes
284	0.18944457088839617	yes
285	0.17477732194628137	yes
286	0.1983705184675982	yes
287	0.2011171201190983	yes
288	0.18669024753730726	yes
289	0.18214899365842205	yes
290	0.20064045466415306	yes
291	0.2010377666014128	yes
292	0.22983728453381802	no
293	0.22122676416937073	yes
294	0.2147592299081572	yes
295	0.18951547482681938	yes
296	0.19146559697371904	yes
297	0.16143493519688387	yes
298	0.156600726890955	yes
299	0.16639770325702255	yes
300	0.2012169630181624	no
301	0.1689459894601969	yes
302	0.15563734549379374	yes
303	0.17425232730298088	yes
304	0.1701404468554647	yes
305	0.1469244221220399	yes
306	0.2235430679254927	no
307	0.1564461660827791	yes
308	0.1574621661050451	yes
309	0.16417345729920416	yes
310	0.1539687915078016	yes
311	0.14959986201026107	yes
312	0.15154709761799548	yes
313	0.16242283443143765	yes
314	0.17294636984216938	yes
315	0.1651448154986228	yes
316	0.1944030253103269	yes
317	0.18936279178468074	yes
318	0.2186275059101531	yes
319	0.2014789845332926	yes
320	0.2108430142067649	yes
321	0.19061658316254457	yes
322	0.1842704873308322	yes
323	0.1989614782892345	yes
324	0.18752772459016084	yes
325	0.17996328061450603	yes
326	0.1668510701434837	yes
327	0.18265383622820072	no
328	0.19735487553486428	yes
329	0.2166138228589011	no
330	0.21362639246846418	no
331	0.2008992471610093	yes
332	0.1758528397543023	yes
333	0.22437698822761365	yes
334	0.2508396707480411	yes
335	0.20995269674932907	yes
336	0.22012319714191694	yes
337	0.24596124466979785	no
338	0.16799822402984563	yes
339	0.20350860862290224	yes
340	0.22037483133037625	yes
341	0.2176685138963629	yes
342	0.19600935893562918	yes
343	0.19940112177680827	yes
344	0.22157941859837052	yes
345	0.21598383285959652	yes
346	0.1989832476075107	yes
347	0.21261269006408354	yes
348	0.181925230643453	yes
349	0.21151039971009997	yes
350	0.19459830507634648	yes
351	0.20797974536450403	yes
352	0.22691323126279425	yes
353	0.220859036190405	yes
354	0.23846335580557376	yes
355	0.25457189972969935	yes
356	0.24269277160954053	yes
357	0.2465170318666945	yes
358	0.26433693630315624	yes
359	0.2508453726417712	yes
360	0.25514261135401256	yes
361	0.2605310229587546	yes
362	0.30482164164291886	yes
363	0.2573030498887468	yes
364	0.25162200072642765	yes
365	0.33557135646575226	yes
366	0.2846942065676395	yes
367	0.29695279666460955	yes
368	0.3511093117595863	yes
369	0.3220726394265976	yes
370	0.3418907036383471	yes
371	0.3493333547667727	yes
372	0.3733672619569397	yes
373	0.38356753124864146	yes
374	0.31024095096644216	yes
375	0.32731224006835763	yes
376	0.3200151173317452	yes
377	0.3258986811966782	yes
378	0.3941052287847655	no
379	0.3622881606562777	yes
380	0.38189113168846833	yes
381	0.39293892141948267	yes
382	0.3471086264139827	yes
383	0.34011287185458405	yes
384	0.3481015882407224	yes
385	0.40514149151598744	no
386	0.36883322738450897	yes
387	0.3418208378675541	yes
388	0.38854400851147125	no
389	0.36592152031360375	yes
390	0.3751841714430119	yes
391	0.3600800281572038	yes
392	0.32830671792869	yes
393	0.39281398216989444	no
394	0.35559046387205023	yes
395	0.34173974756000725	yes
396	0.39041876547821125	yes
397	0.39935101479541424	no
398	0.38613996297932	yes
399	0.37400391321247367	yes
400	0.4226894375627732	yes
401	0.41123999315983223	yes
402	0.4000441433879458	yes
403	0.41917118391186436	yes
404	0.38518328030155286	yes
405	0.3792060621627283	yes
406	0.4051962248608638	yes
407	0.46472816331870187	yes
408	0.38440738382271356	yes
409	0.3659201601956556	yes
410	0.3631176094315995	yes
411	0.39686348565198565	no
412	0.3646593221039844	yes
413	0.32268835375120797	yes
414	0.3190753207215573	yes
415	0.2804000757402519	yes
416	0.26771973955304534	yes
417	0.29907038165966177	yes
418	0.30931584933987727	yes
419	0.3138649063491991	yes
420	0.3103493186536203	yes
421	0.32002722232015685	yes
422	0.33955628222580664	yes
423	0.3100110647615721	yes
424	0.36990123886079046	yes
425	0.33418462780338193	yes
426	0.34548273784275346	yes
427	0.3144774945780177	yes
428	0.3472930047253035	no
429	0.31794182322223347	yes
430	0.3560583524612541	no
431	0.3785597604604718	yes
432	0.3732185659022389	yes
433	0.33943698853022247	yes
434	0.35517920732591807	yes
435	0.35715259743029165	yes
436	0.37617000833369696	no
437	0.3463613869748709	yes
438	0.396403164631681	yes
439	0.36451657058145703	yes
440	0.3285501563242006	yes
441	0.3447870642427348	yes
442	0.405806637571259	no
443	0.3774894407932093	no
444	0.39657164130401307	no
445	0.3631221518461049	yes
446	0.389300225275884	yes
447	0.33767718874574815	yes
448	0.31812890592041665	yes
449	0.3240017446258355	yes
450	0.3806000107147937	no
451	0.32071266159455025	yes
452	0.33563503454122906	yes
453	0.2592855403402415	yes
454	0.25737029445294396	yes
455	0.22822152761704484	yes
456	0.22276229149226803	yes
457	0.2344509826043681	yes
458	0.23877049101082437	yes
459	0.1989291157142097	yes
460	0.18545555255260737	yes
461	0.17938974306269553	yes
462	0.21294713264270052	yes
463	0.19141953057514116	yes
464	0.1884044326757426	yes
465	0.16861692617816185	yes
466	0.1727246899428945	no
467	0.15811671273998792	yes
468	0.17012658391888222	yes
469	0.13822508284495783	yes
470	0.15464398760632816	yes
471	0.16113499919658616	no
472	0.1568053482256527	yes
473	0.1543725580156188	yes
474	0.16116975329317385	yes
475	0.15843912273384894	yes
476	0.1534113045333866	yes
477	0.16948817161487847	no
478	0.1683588598378877	yes
479	0.17624646727012874	yes
480	0.19227330737772416	yes
481	0.1580652214862485	yes
482	0.15962977982467275	no
483	0.16771992989494736	yes
484	0.20488175988945442	yes
485	0.1631897025052558	yes
486	0.17733241586936063	yes
487	0.17202648775142762	yes
488	0.16457377973785545	yes
489	0.1765154791704987	yes
490	0.1602317875528387	yes
491	0.16111328595849184	yes
492	0.1823593955112918	yes
493	0.15565780678836375	yes
494	0.18508897896684565	yes
495	0.15796663698498428	yes
496	0.1567380615152223	yes
497	0.18800622549154802	yes
498	0.18926859691385736	yes
499	0.21144596337215624	yes
500	0.2501674275305468	no
501	0.2123444860884005	yes
502	0.18231069589841897	yes
503	0.18964554037394818	yes
504	0.19805006895238295	yes
505	0.1992259179419268	yes
506	0.20225537029540364	yes
507	0.17866685495416282	yes
508	0.21101846619910614	yes
509	0.20616623120483699	yes
510	0.2182762747512568	yes
511	0.21859741488297632	yes
512	0.1861903308340269	yes
513	0.16761951245828258	yes
514	0.1883658904999732	yes
515	0.20705645917318097	yes
516	0.19491598234531407	yes
517	0.2122613523148589	yes
518	0.24882008008921683	no
519	0.1939698158317348	yes
520	0.199713134163336	yes
521	0.22840565178768005	no
522	0.24156519593282333	no
523	0.19895652998873245	yes
524	0.1951420342219853	yes
525	0.1720774531099414	yes
526	0.24702931855660573	no
527	0.19883012863233707	yes
528	0.20507560591731425	yes
529	0.24877234503365533	yes
530	0.22231232361497866	yes
531	0.2799747820965424	yes
532	0.24876340170489974	yes
533	0.2794493638517889	yes
534	0.27841266864254227	yes
535	0.30518218460301644	yes
536	0.321581445745233	yes
537	0.23881441080608154	yes
538	0.24032342669070314	yes
539	0.23513200629444875	yes
540	0.2654716003920316	yes
541	0.22595493651595625	yes
542	0.24228038290218712	yes
543	0.2624337841299276	yes
544	0.2686784323730649	yes
545	0.2720300350187976	yes
546	0.2703383102879816	yes
547	0.2746808900758416	no
548	0.27452026578676664	yes
549	0.27200493791398156	yes
550	0.3077081252675298	yes
551	0.2830551339562308	yes
552	0.28601916231827773	yes
553	0.27656615670938195	yes
554	0.26934135194249326	yes
555	0.2773955010828156	yes
556	0.28014507339020017	yes
557	0.28444112609239786	yes
558	0.27941424589330954	yes
559	0.2733117201648781	yes
560	0.2802977493921571	yes
561	0.2779089243635681	yes
562	0.2903569843507052	yes
563	0.2853212482879987	yes
564	0.3082150089707812	yes
565	0.3045702353132897	yes
566	0.3186002658507994	yes
567	0.3123059626893813	yes
568	0.30406907882397605	yes
569	0.3220788865395408	yes
570	0.33787679303166707	no
571	0.3119383140536654	yes
572	0.3061963526111344	yes
573	0.3203264575306195	no
574	0.31073096516506515	yes
575	0.3256288243577623	yes
576	0.30966386624483505	yes
577	0.3043582253810837	yes
578	0.2966073669926979	yes
579	0.2729078960999534	yes
580	0.29323432906250113	no
581	0.2781737244027163	yes
582	0.28325414985234426	yes
583	0.2874896558221283	yes
584	0.28409533356842737	yes
585	0.2716452333706016	yes
586	0.276791397595311	no
587	0.28232355880122667	no
588	0.28371260867389186	yes
589	0.27904560679083656	yes
590	0.2979031652134615	yes
591	0.290024473003539	yes
592	0.2646450923280401	yes
593	0.2863410871034272	no
594	0.2822951918149322	yes
595	0.2692325922929937	yes
596	0.25778210784343136	yes
597	0.2697315544508068	no
598	0.26105581550834395	yes
599	0.2889106680837117	no
600	0.270539262990813	yes
601	0.2922064770317121	no
602	0.2819759562533415	yes
603	0.2773355271692764	yes
604	0.28651791871797866	no
605	0.26342345337673706	yes
606	0.267637659440436	yes
607	0.2714222685126546	yes
608	0.26025120591038703	yes
609	0.27082167058981044	no
610	0.26839696944572006	no
611	0.2646214026864566	no
612	0.2637312025098106	yes
613	0.27911163210983553	no
614	0.29006900964706733	yes
615	0.2605534383068879	yes
616	0.27433944587082953	yes
617	0.2765230886167325	yes
618	0.2762286360822546	yes
619	0.2632318261180662	yes
620	0.28719316290154456	yes
621	0.27940455846074425	yes
622	0.27187894602385443	yes
623	0.2692501552287702	yes
624	0.27145238246625514	yes
625	0.27165845505090874	yes
626	0.26542878074398385	yes
627	0.28813851222536074	yes
628	0.27521874512258543	yes
629	0.2842443562837698	no
630	0.2798750847554492	yes
631	0.27104634253270066	yes
632	0.2752315765447684	yes
633	0.2775098388777377	yes
634	0.2728900246588564	yes
635	0.25981109369049765	yes
636	0.26855897779060384	yes
637	0.2751905635295284	yes
638	0.2597929253258095	yes
639	0.2737746355176102	no
640	0.26029319650111404	yes
641	0.27529735315707804	no
642	0.2580837564037202	yes
643	0.2747206657288423	no
644	0.26869025712440203	yes
645	0.2760443458708408	yes
646	0.27567199862094194	yes
647	0.2883480206204598	no
648	0.27128936711592017	yes
649	0.27630936092600417	yes
650	0.2851429207515112	no
651	0.26866392472355194	yes
652	0.2790874290213419	yes
653	0.2739334614574366	yes
654	0.2744262787936209	yes
655	0.277810596790568	no
656	0.288103334706662	no
657	0.26862547941384524	yes
658	0.28026495331332696	yes
659	0.2564605450710407	yes
660	0.30109216021034174	no
661	0.2844782055380502	yes
662	0.2591692463633328	yes
663	0.270749992495465	no
664	0.27001093475936166	no
665	0.29015049130372467	no
666	0.2703701773636971	yes
667	0.2763590109812675	yes
668	0.2735080622898083	yes
669	0.2723320518892274	yes
670	0.26682934554596566	yes
671	0.2652832431728232	yes
672	0.27529665700877076	no
673	0.27943147309668154	no
674	0.27476321542881027	no
675	0.29805757059316007	no
676	0.2761653275209988	yes
677	0.28485580973662605	yes
678	0.26557336954186733	yes
679	0.26745818514636926	yes
680	0.26790061274366783	no
681	0.26252328770708155	yes
682	0.271776287695599	yes
683	0.2758427481500331	yes
684	0.280675098015242	no
685	0.27842795386340263	yes
686	0.27014756945649254	yes
687	0.26162579227013244	yes
688	0.28227780616282677	no
689	0.27451412960053206	no
690	0.27688278999194693	no
691	0.2696361854981924	yes
692	0.2661362984887488	yes
693	0.29282526568026135	no
694	0.29152571421272816	no
695	0.30825520999131045	yes
696	0.2992551510991962	yes
697	0.30134554260092167	yes
698	0.3023097256356411	yes
699	0.314093955334837	no
700	0.3406468032780153	no
701	0.29343874283145155	yes
702	0.3114637355088581	no
703	0.3125033737421242	yes
704	0.28817698536738834	yes
705	0.3087454309336161	no
706	0.30204944483854645	no
707	0.31558002715016503	no
708	0.3326907658939861	no
709	0.2975641653876911	yes
710	0.3310015026677509	no
711	0.2825767247571113	yes
712	0.3174158966432487	yes
713	0.3146148466123087	yes
714	0.2982175459885323	yes
715	0.2983436829563085	yes
716	0.31129854006375385	no
717	0.3060723660052059	no
718	0.29471560240383515	yes
719	0.29059858982229064	yes
720	0.31739309558914613	yes
721	0.30770473778666546	yes
722	0.30795834768512437	yes
723	0.3047046730339184	yes
724	0.32012140126668104	yes
725	0.3087461624128308	yes
726	0.3016218455145387	yes
727	0.3034771358958453	yes
728	0.3052351333187323	yes
729	0.3005648809117371	yes
730	0.2953642890647785	yes
731	0.30709845533681235	yes
732	0.3220911252661522	no
733	0.21188990606342598	yes
734	0.23877764611813868	no
735	0.22538292116219194	no
736	0.22567515537510585	yes
737	0.24032408277197295	yes
738	0.2184948342475299	yes
739	0.20524825444648495	yes
740	0.2315495746524604	no
741	0.19732402703023522	yes
742	0.21256388157407832	no
743	0.23704369419429086	no
744	0.22187310082035153	yes
745	0.22749454516307344	yes
746	0.20835785198768983	yes
747	0.22638360056001441	no
748	0.1915222437569126	yes
749	0.22423202331883355	no
750	0.20749088374132243	no
751	0.24344076189435074	no
752	0.21356733544670115	no
753	0.22100858331132564	no
754	0.2185056726702297	no
755	0.23755156010249523	no
756	0.2174246311713365	no
757	0.22828244862456873	no
758	0.21383257001613934	no
759	0.20987766841823585	no
760	0.22477887545057185	no
761	0.2102136358235411	no
762	0.20380039630868943	yes
763	0.213030688544095	no
764	0.221627860104204	no
765	0.2122390244179242	yes
766	0.2223729323603395	no
767	0.23123520110225781	no
768	0.21336967531103077	yes
769	0.2209873159419106	yes
770	0.20065818494277562	yes
771	0.24381050955875658	no
772	0.2227159082805432	no
773	0.22763703939312904	no
774	0.2144932777395342	no
775	0.21873735048809775	no
776	0.19875075537659873	yes
777	0.22751196993902426	no
778	0.2105905310794022	no
779	0.1933610359846484	yes
780	0.20786756682775753	yes
781	0.20825343919206388	yes
782	0.20910355714944762	no
783	0.2333556276598228	no
784	0.2176240702109542	yes
785	0.23610538146431634	no
786	0.22903212985812216	no
787	0.24339675031845368	no
788	0.2288717952855307	yes
789	0.22739098228198332	yes
790	0.21728702589050627	yes
791	0.22009836244894596	yes
792	0.23031712718210282	yes
793	0.2571647013753033	no
794	0.25754381873299176	no
795	0.20758192087112404	yes
796	0.22271895362928829	yes
797	0.20432057062882833	yes
798	0.22856480604140117	no
799	0.2521222864562664	no
800	0.2396566422577091	no
801	0.23362053180566797	no
802	0.22733711664153236	no
803	0.24871478602681052	no
804	0.24452279547480693	no
805	0.2361903207942193	no
806	0.2359379441464952	no
807	0.23703102455292077	no
808	0.22077985650909251	yes
809	0.22011523182090742	yes
810	0.23006353189909975	yes
811	0.23100861795141858	yes
812	0.2392215632316069	no
813	0.22246125002288644	yes
814	0.2584299545661457	yes
815	0.24579353412259541	yes
816	0.2402347503479455	yes
817	0.23769829086433372	yes
818	0.23207853292661426	yes
819	0.2418502015539423	no
820	0.21715928976159013	yes
821	0.26120961873207443	no
822	0.2589857726647432	no
823	0.2450262451072643	no
824	0.2446766070236889	no
825	0.23882499733128912	no
826	0.25474821102474965	no
827	0.22232485586060927	yes
828	0.23542435575236934	no
829	0.25983203156641194	no
830	0.24434813986451934	no
831	0.2571970008176256	no
832	0.23110358514417806	yes
833	0.24038219007440698	yes
834	0.24649461450573518	no
835	0.22823346684267687	yes
836	0.25490026021752893	no
837	0.24740019966712237	no
838	0.25857638783424036	no
839	0.22881558501496313	yes
840	0.25636530205350666	no
841	0.23149856091512036	yes
842	0.2523169622188245	no
843	0.2453891786185803	yes
844	0.22656682559363106	yes
845	0.22244969427467468	yes
846	0.23081242535933008	no
847	0.2195547142383142	yes
848	0.2257661543461925	no
849	0.23507352585654887	no
850	0.2394853922168031	no
851	0.23181324287438707	no
852	0.23227916631163317	no
853	0.22989240416155773	no
854	0.2359600787368766	no
855	0.22032050910694223	yes
856	0.22904617305107777	no
857	0.22688737116171467	no
858	0.23226027570654698	yes
859	0.2330998210553581	yes
860	0.2400851968984359	no
861	0.22190910770088912	yes
862	0.23870173839582864	no
863	0.22660605979040604	yes
864	0.22109882866699956	yes
865	0.21832060959722444	yes
866	0.18582345617561716	yes
867	0.21444308989260577	no
868	0.20468018890895565	no
869	0.21737077411758174	no
870	0.20357501778907058	no
871	0.22317930356617544	no
872	0.2063229026066453	no
873	0.23151290357922624	no
874	0.20880038455333716	no
875	0.22611257999575474	no
876	0.18557708839227116	yes
877	0.2201950526032983	no
878	0.20693629468105867	no
879	0.1905716815430074	yes
880	0.19070323983544216	yes
881	0.15536545617187916	yes
882	0.155987454310604	yes
883	0.13918607085469897	yes
884	0.2314705033584438	no
885	0.15934843390430217	no
886	0.17018988306556407	no
887	0.2165373992809502	no
888	0.1774430189165921	yes
889	0.17256570664974621	yes
890	0.16766292837899224	yes
891	0.18850588800739834	no
892	0.1852819287838282	yes
893	0.19978009814908568	yes
894	0.1397652742647296	yes
895	0.2016993614225185	no
896	0.20669575125684614	no
897	0.19801533095662993	no
898	0.15863565438821536	no
899	0.1874750231552611	no
900	0.17991673839114677	no
901	0.18427931992548607	no
902	0.17984916257535075	no
903	0.1876163562890083	no
904	0.18786586200818078	no
905	0.18452003716506868	no
906	0.16896214214090496	no
907	0.20449595642169746	no
908	0.16027854591396273	no
909	0.16391657324135997	no
910	0.19118351613167253	no
911	0.17702125359968887	no
912	0.13624108904616195	yes
913	0.17017578943857256	no
914	0.19951316799154065	no
915	0.17874625712826386	no
916	0.192721343419177	no
917	0.16011765442120765	no
918	0.1812672894941714	no
919	0.18856273934819448	no
920	0.22484482239698192	no
921	0.21202371297517644	no
922	0.17722606787646308	no
923	0.15987479469639884	no
924	0.18643615335069352	no
925	0.16435255011664723	no
926	0.20632433816780707	no
927	0.17860846258225108	no
928	0.15761722836002426	no
929	0.1455838125603126	no
930	0.2143967297884735	no
931	0.17690767862520063	no
932	0.17883490915041214	no
933	0.16679804201910153	no
934	0.16044012883093567	no
935	0.16171525369564635	yes
936	0.1761224905644384	no
937	0.2001886782501925	no
938	0.19545841805860742	no
939	0.23093354947061495	no
940	0.21455321854628492	no
941	0.20983115052140303	no
942	0.1562950998260256	yes
943	0.16296781271088398	no
944	0.17424217407322065	no
945	0.1781225527639083	no
946	0.18870514114211243	no
947	0.19963612628599484	no
948	0.2174698699374363	no
949	0.16652594417521518	no
950	0.19118091118192446	no
951	0.18167653106994008	no
952	0.16747890535423682	yes
953	0.1833220434401337	no
954	0.17108659272212756	no
955	0.17741717974460633	no
956	0.22284703295263775	no
957	0.1762278473278608	yes
958	0.17434543229492575	yes
959	0.13654032469200417	yes
960	0.15967493304812438	no
961	0.14565340633898938	no
962	0.14678951418305078	no
963	0.14153727170098038	yes
964	0.1359205494282917	yes
965	0.14910330950121375	yes
966	0.14166456381094727	yes
967	0.16193258996280938	no
968	0.13188342431844638	yes
969	0.1438338106782394	no
970	0.1337289049517323	yes
971	0.12660916752706405	yes
972	0.13592950108433619	no
973	0.19470969800348922	no
974	0.14884452698990094	no
975	0.15415074126788827	no
976	0.17015247739941533	no
977	0.13591230285508013	yes
978	0.1447933988178183	no
979	0.13144217591731555	yes
980	0.16220127978620916	no
981	0.1603917278903214	no
982	0.17108245155745816	no
983	0.1353138837920608	yes
984	0.12771239409377902	yes
985	0.17705920109175466	no
986	0.13219556519681994	no
987	0.12175773582701298	yes
988	0.14265863518486713	no
989	0.12330871688366213	yes
990	0.14835745981979245	no
991	0.16226816654987972	no
992	0.1476851022817536	no
993	0.13538172533215212	no
994	0.1796325898827146	no
995	0.10918248490902471	yes
996	0.16149364502779612	no
997	0.19343767101146436	no
998	0.15906337464740278	no
999	0.13603625692179544	no
1000	0.19923335578956403	no
1001	0.13391145049991784	no
1002	0.1456476663362695	no
1003	0.14237166779039281	no
1004	0.16411264366114317	no
1005	0.11705960085173939	no
1006	0.173973198784625	no
1007	0.15265485877439883	no
1008	0.15535073088361293	no
1009	0.21842140446816563	no
1010	0.1802225254802079	no
1011	0.1935314988833117	no
1012	0.12082484042096098	no
1013	0.1932126519333824	no
1014	0.16951813300757088	no
1015	0.17368454094026822	no
1016	0.22749664084503532	no
1017	0.13226869953226042	no
1018	0.14624454252217742	no
1019	0.14222326366030072	no
